,Date,Type,Total,Total for Shares,Price per share,Year,"B,S,D,O",Stock Name,Float Total
2798,"Jun 3, 2020","Airbus Market SellJun 3, 2020",$95.105 shares at $19.02,$95.1,$19.02,2020,Sell,Airbus ,95.1
2799,"Jun 3, 2020","Boeing Market SellJun 3, 2020",$326.242 shares at $163.12,$326.2,$163.12,2020,Sell,Boeing ,326.2
2800,"Jun 3, 2020","US Foods Market SellJun 3, 2020",$20.921 share at $20.92,$20.9,$20.92,2020,Sell,US Foods ,20.9
2801,"Jun 3, 2020","US Foods Market SellJun 3, 2020",$20.671 share at $20.67,$20.6,$20.67,2020,Sell,US Foods ,20.6
2802,"Jun 3, 2020","Under Armour Market SellJun 3, 2020",$29.413 shares at $9.80,$29.4,$9.80,2020,Sell,Under Armour ,29.4
2803,"Jun 3, 2020","Boeing Market SellJun 3, 2020",$161.881 share at $161.88,$161.8,$161.88,2020,Sell,Boeing ,161.8
2804,"Jun 3, 2020","Coty Market SellJun 3, 2020",$13.423 shares at $4.47,$13.4,$4.47,2020,Sell,Coty ,13.4
2805,"Jun 3, 2020","US Concrete Market SellJun 3, 2020",$24.051 share at $24.05,$24.0,$24.05,2020,Sell,US Concrete ,24.0
2806,"Jun 3, 2020","Honeywell International Market SellJun 3, 2020",$152.281 share at $152.28,$152.2,$152.28,2020,Sell,Honeywell International ,152.2
2807,"Jun 3, 2020","Goodyear Market SellJun 3, 2020",$8.711 share at $8.71,$8.7,$8.71,2020,Sell,Goodyear ,8.7
2808,"Jun 3, 2020","GE Market SellJun 3, 2020",$7.221 share at $7.22,$7.2,$7.22,2020,Sell,GE ,7.2
2809,"Jun 3, 2020","US Concrete Market SellJun 3, 2020",$23.681 share at $23.68,$23.6,$23.68,2020,Sell,US Concrete ,23.6
2810,"Jun 3, 2020","Cosan Market SellJun 3, 2020",$15.381 share at $15.38,$15.3,$15.38,2020,Sell,Cosan ,15.3
2811,"Jun 3, 2020","Goodyear Market SellJun 3, 2020",$8.681 share at $8.68,$8.6,$8.68,2020,Sell,Goodyear ,8.6
2812,"Jun 2, 2020","Simply Good Foods Market BuyJun 2, 2020",$16.601 share at $16.60,$16.6,$16.60,2020,Buy,Simply Good Foods ,16.6
2813,"Jun 2, 2020","Cosan Market SellJun 2, 2020",$14.391 share at $14.39,$14.3,$14.39,2020,Sell,Cosan ,14.3
2814,"Jun 2, 2020","Tata Motors Market SellJun 2, 2020",$6.661 share at $6.66,$6.6,$6.66,2020,Sell,Tata Motors ,6.6
2815,"Jun 1, 2020","Tata Motors Market SellJun 1, 2020",$12.002 shares at $6.00,$12.0,$6.00,2020,Sell,Tata Motors ,12.0
2816,"Jun 1, 2020","Cosan Market SellJun 1, 2020",$13.921 share at $13.92,$13.9,$13.92,2020,Sell,Cosan ,13.9
2817,"Jun 1, 2020","Coty Market SellJun 1, 2020",$17.464 shares at $4.37,$17.4,$4.37,2020,Sell,Coty ,17.4
2818,"Jun 1, 2020","Pfizer Market BuyJun 1, 2020",$35.261 share at $35.26,$35.2,$35.26,2020,Buy,Pfizer ,35.2
2819,"May 29, 2020","Coty Market BuyMay 29, 2020",$3.641 share at $3.64,$3.6,$3.64,2020,Buy,Coty ,3.6
2820,"May 29, 2020","Herman Miller Market BuyMay 29, 2020",$23.091 share at $23.09,$23.0,$23.09,2020,Buy,Herman Miller ,23.0
2821,"May 29, 2020","Rolls-Royce Market BuyMay 29, 2020",$3.421 share at $3.42,$3.4,$3.42,2020,Buy,Rolls-Royce ,3.4
2822,"May 29, 2020","Ruth's Hospitality Market BuyMay 29, 2020",$8.141 share at $8.14,$8.1,$8.14,2020,Buy,Ruth's Hospitality ,8.1
2823,"May 29, 2020","Swire Pacific Market BuyMay 29, 2020",$5.251 share at $5.25,$5.2,$5.25,2020,Buy,Swire Pacific ,5.2
2824,"May 29, 2020","US Foods Market BuyMay 29, 2020",$18.901 share at $18.90,$18.9,$18.90,2020,Buy,US Foods ,18.9
2825,"May 29, 2020","Coty Market BuyMay 29, 2020",$3.801 share at $3.80,$3.8,$3.80,2020,Buy,Coty ,3.8
2826,"May 29, 2020","Cosan Market BuyMay 29, 2020",$12.491 share at $12.49,$12.4,$12.49,2020,Buy,Cosan ,12.4
2827,"May 29, 2020","Coty Market BuyMay 29, 2020",$7.642 shares at $3.82,$7.6,$3.82,2020,Buy,Coty ,7.6
2828,"May 29, 2020","Toray Industries Market BuyMay 29, 2020",$9.651 share at $9.65,$9.6,$9.65,2020,Buy,Toray Industries ,9.6
2829,"May 29, 2020","Rolls-Royce Market BuyMay 29, 2020",$6.902 shares at $3.45,$6.9,$3.45,2020,Buy,Rolls-Royce ,6.9
2830,"May 29, 2020","Embraer Market BuyMay 29, 2020",$15.263 shares at $5.09,$15.2,$5.09,2020,Buy,Embraer ,15.2
2831,"May 29, 2020","Simply Good Foods Market BuyMay 29, 2020",$33.362 shares at $16.68,$33.3,$16.68,2020,Buy,Simply Good Foods ,33.3
2832,"May 29, 2020","Rolls-Royce Market BuyMay 29, 2020",$7.002 shares at $3.50,$7.0,$3.50,2020,Buy,Rolls-Royce ,7.0
2833,"May 29, 2020","Herman Miller Market BuyMay 29, 2020",$23.361 share at $23.36,$23.3,$23.36,2020,Buy,Herman Miller ,23.3
2834,"May 28, 2020","Jumia Technologies Market BuyMay 28, 2020",$8.972 shares at $4.49,$8.9,$4.49,2020,Buy,Jumia Technologies ,8.9
2835,"May 28, 2020","US Foods Market BuyMay 28, 2020",$19.731 share at $19.73,$19.7,$19.73,2020,Buy,US Foods ,19.7
2836,"May 28, 2020","Bayer Market SellMay 28, 2020",$17.391 share at $17.39,$17.3,$17.39,2020,Sell,Bayer ,17.3
2837,"May 28, 2020","Corning Market SellMay 28, 2020",$46.762 shares at $23.38,$46.7,$23.38,2020,Sell,Corning ,46.7
2838,"May 28, 2020","Gerdau Market SellMay 28, 2020",$5.102 shares at $2.55,$5.1,$2.55,2020,Sell,Gerdau ,5.1
2839,"May 28, 2020","Honeywell International Market SellMay 28, 2020",$150.001 share at $150.00,$150.0,$150.00,2020,Sell,Honeywell International ,150.0
2840,"May 28, 2020","HP Market BuyMay 28, 2020",$30.162 shares at $15.08,$30.1,$15.08,2020,Buy,HP ,30.1
2841,"May 28, 2020","Bayer Market SellMay 28, 2020",$17.361 share at $17.36,$17.3,$17.36,2020,Sell,Bayer ,17.3
2842,"May 28, 2020","US Concrete Market BuyMay 28, 2020",$21.351 share at $21.35,$21.3,$21.35,2020,Buy,US Concrete ,21.3
2843,"May 28, 2020","Herman Miller Market BuyMay 28, 2020",$25.021 share at $25.02,$25.0,$25.02,2020,Buy,Herman Miller ,25.0
2844,"May 28, 2020","Swire Pacific Market BuyMay 28, 2020",$10.442 shares at $5.22,$10.4,$5.22,2020,Buy,Swire Pacific ,10.4
2845,"May 28, 2020","Goodyear Market BuyMay 28, 2020",$8.161 share at $8.16,$8.1,$8.16,2020,Buy,Goodyear ,8.1
2846,"May 28, 2020","US Concrete Market BuyMay 28, 2020",$21.531 share at $21.53,$21.5,$21.53,2020,Buy,US Concrete ,21.5
2847,"May 28, 2020","HP Market BuyMay 28, 2020",$15.361 share at $15.36,$15.3,$15.36,2020,Buy,HP ,15.3
2848,"May 28, 2020","Corning Market BuyMay 28, 2020",$22.911 share at $22.91,$22.9,$22.91,2020,Buy,Corning ,22.9
2849,"May 28, 2020","HP Market BuyMay 28, 2020",$15.391 share at $15.39,$15.3,$15.39,2020,Buy,HP ,15.3
2850,"May 28, 2020","Ford Motor Market SellMay 28, 2020",$5.971 share at $5.97,$5.9,$5.97,2020,Sell,Ford Motor ,5.9
2851,"May 28, 2020","Goodyear Market SellMay 28, 2020",$8.511 share at $8.51,$8.5,$8.51,2020,Sell,Goodyear ,8.5
2852,"May 27, 2020","Bayer Market SellMay 27, 2020",$17.101 share at $17.10,$17.1,$17.10,2020,Sell,Bayer ,17.1
2853,"May 27, 2020","US Concrete Market SellMay 27, 2020",$22.281 share at $22.28,$22.2,$22.28,2020,Sell,US Concrete ,22.2
2854,"May 27, 2020","US Foods Market SellMay 27, 2020",$20.991 share at $20.99,$20.9,$20.99,2020,Sell,US Foods ,20.9
2855,"May 27, 2020","VectoIQ Market SellMay 27, 2020",$28.981 share at $28.98,$28.9,$28.98,2020,Sell,VectoIQ ,28.9
2856,"May 27, 2020","Gerdau Market SellMay 27, 2020",$2.531 share at $2.53,$2.5,$2.53,2020,Sell,Gerdau ,2.5
2857,"May 27, 2020","Corning Market SellMay 27, 2020",$23.201 share at $23.20,$23.2,$23.20,2020,Sell,Corning ,23.2
2858,"May 27, 2020","Herman Miller Market SellMay 27, 2020",$25.971 share at $25.97,$25.9,$25.97,2020,Sell,Herman Miller ,25.9
2859,"May 27, 2020","Gerdau Market SellMay 27, 2020",$2.491 share at $2.49,$2.4,$2.49,2020,Sell,Gerdau ,2.4
2860,"May 27, 2020","US Concrete Market SellMay 27, 2020",$21.691 share at $21.69,$21.6,$21.69,2020,Sell,US Concrete ,21.6
2861,"May 27, 2020","Swire Pacific Market BuyMay 27, 2020",$10.682 shares at $5.34,$10.6,$5.34,2020,Buy,Swire Pacific ,10.6
2862,"May 27, 2020","Jumia Technologies Market BuyMay 27, 2020",$9.042 shares at $4.52,$9.0,$4.52,2020,Buy,Jumia Technologies ,9.0
2863,"May 27, 2020","BJ's Restaurants Market SellMay 27, 2020",$21.701 share at $21.70,$21.7,$21.70,2020,Sell,BJ's Restaurants ,21.7
2864,"May 26, 2020","HP Enterprise Market BuyMay 26, 2020",$28.293 shares at $9.43,$28.2,$9.43,2020,Buy,HP Enterprise ,28.2
2865,"May 26, 2020","Cosan Market BuyMay 26, 2020",$25.092 shares at $12.55,$25.0,$12.55,2020,Buy,Cosan ,25.0
2866,"May 26, 2020","Deposit from Checking (non-interest)May 26, 2020",$200.00,,,2020,Deposit,N/A,
2867,"May 26, 2020","Swire Pacific Market BuyMay 26, 2020",$16.533 shares at $5.51,$16.5,$5.51,2020,Buy,Swire Pacific ,16.5
2868,"May 26, 2020","Deposit from Checking (non-interest)May 26, 2020",$50.00,,,2020,Deposit,N/A,
2870,"May 26, 2020","Under Armour Market BuyMay 26, 2020",$8.781 share at $8.78,$8.7,$8.78,2020,Buy,Under Armour ,8.7
2871,"May 26, 2020","Swire Pacific Limit BuyMay 26, 2020",$16.893 shares at $5.63,$16.8,$5.63,2020,Buy,Swire Pacific ,16.8
2873,"May 26, 2020","Deposit from Checking (non-interest)May 26, 2020",$50.00,,,2020,Deposit,N/A,
2874,"May 22, 2020","Bayer Market BuyMay 22, 2020",$31.462 shares at $15.73,$31.4,$15.73,2020,Buy,Bayer ,31.4
2875,"May 22, 2020","Simply Good Foods Market BuyMay 22, 2020",$16.471 share at $16.47,$16.4,$16.47,2020,Buy,Simply Good Foods ,16.4
2876,"May 22, 2020","Swire Pacific Market BuyMay 22, 2020",$11.382 shares at $5.69,$11.3,$5.69,2020,Buy,Swire Pacific ,11.3
2877,"May 22, 2020","HP Enterprise Market BuyMay 22, 2020",$45.905 shares at $9.18,$45.9,$9.18,2020,Buy,HP Enterprise ,45.9
2878,"May 22, 2020","Deposit from Checking (non-interest)May 22, 2020",$100.00,,,2020,Deposit,N/A,
2879,"May 21, 2020","Swire Pacific Market BuyMay 21, 2020",$12.122 shares at $6.06,$12.1,$6.06,2020,Buy,Swire Pacific ,12.1
2880,"May 21, 2020","L Brands Market SellMay 21, 2020",$14.251 share at $14.25,$14.2,$14.25,2020,Sell,L Brands ,14.2
2881,"May 21, 2020","Ruth's Hospitality Market BuyMay 21, 2020",$16.092 shares at $8.05,$16.0,$8.05,2020,Buy,Ruth's Hospitality ,16.0
2882,"May 21, 2020","Norsk Hydro Market SellMay 21, 2020",$4.762 shares at $2.38,$4.7,$2.38,2020,Sell,Norsk Hydro ,4.7
2883,"May 20, 2020","Coty Market BuyMay 20, 2020",$6.502 shares at $3.25,$6.5,$3.25,2020,Buy,Coty ,6.5
2884,"May 19, 2020","Norsk Hydro Market SellMay 19, 2020",$4.742 shares at $2.37,$4.7,$2.37,2020,Sell,Norsk Hydro ,4.7
2885,"May 18, 2020","Chef's Warehouse Market SellMay 18, 2020",$14.721 share at $14.72,$14.7,$14.72,2020,Sell,Chef's Warehouse ,14.7
2886,"May 18, 2020","Ruth's Hospitality Market BuyMay 18, 2020",$17.132 shares at $8.57,$17.1,$8.57,2020,Buy,Ruth's Hospitality ,17.1
2887,"May 18, 2020","VectoIQ Market BuyMay 18, 2020",$21.221 share at $21.22,$21.2,$21.22,2020,Buy,VectoIQ ,21.2
2888,"May 18, 2020","Deposit from Checking (non-interest)May 18, 2020",$40.00,,,2020,Deposit,N/A,
2889,"May 15, 2020","AT&T Limit BuyMay 15, 2020",$28.251 share at $28.25,$28.2,$28.25,2020,Buy,AT&T ,28.2
2890,"May 15, 2020","Exelon Market BuyMay 15, 2020",$34.891 share at $34.89,$34.8,$34.89,2020,Buy,Exelon ,34.8
2891,"May 15, 2020","Deposit from Checking (non-interest)May 15, 2020",$60.00,,,2020,Deposit,N/A,
2892,"May 15, 2020","AT&T Market BuyMay 15, 2020",$28.231 share at $28.23,$28.2,$28.23,2020,Buy,AT&T ,28.2
2893,"May 15, 2020","Exelon Market BuyMay 15, 2020",$34.901 share at $34.90,$34.9,$34.90,2020,Buy,Exelon ,34.9
2894,"May 15, 2020","Deposit from Checking (non-interest)May 15, 2020",$60.00,,,2020,Deposit,N/A,
2895,Jul 30,Dividend from PowerShares QQQJul 30,$0.04,$0.,,2021,Dividend,,0.0
2896,Jul 30,Dividend from SPDR S&P 500 ETFJul 30,$0.14,$0.,,2021,Dividend,,0.0
2897,Jul 28,Dividend from Cisco SystemsJul 28,$0.37,$0.,,2021,Dividend,,0.0
2898,Jul 12,Dividend from SPDR Dow Jones Industrial Average ETFJul 12,$0.05,$0.,,2021,Dividend,,0.0
2899,Jul 9,Dividend from Ralph LaurenJul 9,$1.38,$1.,,2021,Dividend,,1.0
2900,Jul 8,Dividend from Best BuyJul 8,$0.70,$0.,,2021,Dividend,,0.0
2901,Jul 7,Dividend from MerckJul 7,$1.95,$1.,,2021,Dividend,,1.0
2902,Jul 2,Dividend from Kimberly-ClarkJul 2,$1.14,$1.,,2021,Dividend,,1.0
2903,Jun 25,Dividend from Big LotsJun 25,$0.30,$0.,,2021,Dividend,,0.0
2904,Jun 24,Dividend from QualcommJun 24,$0.85,$0.,,2021,Dividend,,0.0
2905,Jun 16,Dividend from iShares Russell 2000 ETFJun 16,$0.03,$0.,,2021,Dividend,,0.0
2906,Jun 15,Dividend from NextEra EnergyJun 15,$1.16,$1.,,2021,Dividend,,1.0
2907,Jun 10,Dividend from MicrosoftJun 10,$0.56,$0.,,2021,Dividend,,0.0
2908,Jun 8,Dividend from SkyworksJun 8,$0.63,$0.,,2021,Dividend,,0.0
2909,Jun 3,Dividend from CumminsJun 3,$1.35,$1.,,2021,Dividend,,1.0
2910,May 10,Dividend from Air Products & ChemicalsMay 10,$2.25,$2.,,2021,Dividend,,2.0
2911,Apr 28,Dividend from Cisco SystemsApr 28,$0.37,$0.,,2021,Dividend,,0.0
2912,Apr 15,Dividend from SempraApr 15,$5.50,$5.,,2021,Dividend,,5.0
2913,Apr 15,Dividend from Taiwan Semiconductor ManufacturingApr 15,$0.19,$0.,,2021,Dividend,,0.0
2914,Apr 8,Dividend from Best BuyApr 8,$0.35,$0.,,2021,Dividend,,0.0
2915,Apr 7,Dividend from MerckApr 7,$0.65,$0.,,2021,Dividend,,0.0
2916,Apr 5,Dividend from Kimberly-ClarkApr 5,$1.94,$1.,,2021,Dividend,,1.0
2917,Apr 2,Dividend from PPLApr 2,$2.08,$2.,,2021,Dividend,,2.0
2918,Mar 31,Dividend from NVIDIAMar 31,$0.11,$0.,,2021,Dividend,,0.0
2919,Mar 31,Dividend from EversourceMar 31,$1.81,$1.,,2021,Dividend,,1.0
2920,Mar 25,Dividend from Utilities Select Sector SPDR FundMar 25,$9.68,$9.,,2021,Dividend,,9.0
2921,Mar 25,Dividend from QualcommMar 25,$0.81,$0.,,2021,Dividend,,0.0
2922,Mar 25,Dividend from Home DepotMar 25,$1.49,$1.,,2021,Dividend,,1.0
2923,Mar 22,Dividend from EvergyMar 22,$2.68,$2.,,2021,Dividend,,2.0
2924,Mar 22,Dividend from LindeMar 22,$1.06,$1.,,2021,Dividend,,1.0
2925,Mar 22,Dividend from Dominion EnergyMar 22,$5.67,$5.,,2021,Dividend,,5.0
2926,Mar 15,Dividend from NextEra EnergyMar 15,$0.58,$0.,,2021,Dividend,,0.0
2927,Mar 15,Dividend from KelloggMar 15,$1.28,$1.,,2021,Dividend,,1.0
2928,Mar 15,Dividend from Consolidated EdisonMar 15,$1.94,$1.,,2021,Dividend,,1.0
2929,Mar 10,Dividend from UPSMar 10,$0.26,$0.,,2021,Dividend,,0.0
2930,Mar 10,Dividend from American Electric PowerMar 10,$0.74,$0.,,2021,Dividend,,0.0
2931,Mar 9,Dividend from Johnson & JohnsonMar 9,$0.51,$0.,,2021,Dividend,,0.0
2932,Mar 8,Dividend from Atmos EnergyMar 8,$2.19,$2.,,2021,Dividend,,2.0
2933,Mar 5,Dividend from PfizerMar 5,$2.34,$2.,,2021,Dividend,,2.0
2934,Mar 4,Dividend from CumminsMar 4,$1.35,$1.,,2021,Dividend,,1.0
2935,Mar 1,Dividend from IdaCorpMar 1,$0.43,$0.,,2021,Dividend,,0.0
2936,Mar 1,Dividend from Pinnacle WestMar 1,$2.08,$2.,,2021,Dividend,,2.0
2937,Mar 1,Dividend from IntelMar 1,$1.04,$1.,,2021,Dividend,,1.0
2938,Mar 1,Dividend from EntergyMar 1,$3.80,$3.,,2021,Dividend,,3.0
2939,Mar 1,Dividend from FirstEnergyMar 1,$2.07,$2.,,2021,Dividend,,2.0
2940,Feb 19,Dividend from NiSourceFeb 19,$1.54,$1.,,2021,Dividend,,1.0
2941,Feb 19,Dividend from CostcoFeb 19,$1.58,$1.,,2021,Dividend,,1.0
2942,Feb 16,Dividend from SiemensFeb 16,$1.55,$1.,,2021,Dividend,,1.0
2943,Feb 16,Dividend from Procter & GambleFeb 16,$0.95,$0.,,2021,Dividend,,0.0
2944,Feb 12,Dividend from AESFeb 12,$0.45,$0.,,2021,Dividend,,0.0
2945,Feb 12,Dividend from AppleFeb 12,$0.10,$0.,,2021,Dividend,,0.0
2946,Feb 8,Dividend from Air Products & ChemicalsFeb 8,$0.80,$0.,,2021,Dividend,,0.0
2947,Feb 2,Dividend from American TowerFeb 2,$3.39,$3.,,2021,Dividend,,3.0
2948,Feb 1,Dividend from AT&TFeb 1,$0.52,$0.,,2021,Dividend,,0.0
2949,Jan 15,Dividend from SempraJan 15,$1.31,$1.,,2021,Dividend,,1.0
2950,Jan 11,Dividend from McCormickJan 11,$0.17,$0.,,2021,Dividend,,0.0
2951,Jan 11,Dividend from SteelcaseJan 11,$0.10,$0.,,2021,Dividend,,0.0
2952,Jan 4,Dividend from PPLJan 4,$0.42,$0.,,2021,Dividend,,0.0
2953,"Dec 31, 2020","Dividend from EversourceDec 31, 2020",$0.85,$0.,,2020,Dividend,,0.0
2954,"Dec 25, 2020","Dividend from Health Care Select Sector SPDR FundDec 25, 2020",$0.46,$0.,,2020,Dividend,,0.0
2955,"Dec 25, 2020","Dividend from Utilities Select Sector SPDR FundDec 25, 2020",$2.61,$2.,,2020,Dividend,,2.0
2956,"Dec 21, 2020","Dividend from Dominion EnergyDec 21, 2020",$1.26,$1.,,2020,Dividend,,1.0
2957,"Dec 17, 2020","Dividend from LindeDec 17, 2020",$0.10,$0.,,2020,Dividend,,0.0
2958,"Dec 15, 2020","Dividend from Toray IndustriesDec 15, 2020",$0.54,$0.,,2020,Dividend,,0.0
2959,"Dec 14, 2020","Dividend from Atmos EnergyDec 14, 2020",$0.31,$0.,,2020,Dividend,,0.0
2960,"Dec 11, 2020","Dividend from IBMDec 11, 2020",$11.41,$11,,2020,Dividend,,11.0
2961,"Dec 10, 2020","Dividend from HondaDec 10, 2020",$0.15,$0.,,2020,Dividend,,0.0
2962,"Dec 9, 2020","Dividend from Johnson & JohnsonDec 9, 2020",$0.51,$0.,,2020,Dividend,,0.0
2963,"Dec 8, 2020","Dividend from PanasonicDec 8, 2020",$0.40,$0.,,2020,Dividend,,0.0
2964,"Dec 1, 2020","Dividend from IntelDec 1, 2020",$2.31,$2.,,2020,Dividend,,2.0
2965,"Dec 1, 2020","Dividend from EntergyDec 1, 2020",$0.95,$0.,,2020,Dividend,,0.0
2966,"Dec 1, 2020","Dividend from FirstEnergyDec 1, 2020",$0.51,$0.,,2020,Dividend,,0.0
2967,"Dec 1, 2020","Dividend from PfizerDec 1, 2020",$0.76,$0.,,2020,Dividend,,0.0
2968,"Nov 30, 2020","Dividend from IdaCorpNov 30, 2020",$0.43,$0.,,2020,Dividend,,0.0
2969,"Nov 20, 2020","Dividend from NiSourceNov 20, 2020",$0.63,$0.,,2020,Dividend,,0.0
2970,"Nov 20, 2020","Dividend from Vornado Realty TrustNov 20, 2020",$0.11,$0.,,2020,Dividend,,0.0
2971,"Nov 13, 2020","Dividend from OneokNov 13, 2020",$0.28,$0.,,2020,Dividend,,0.0
2972,"Nov 13, 2020","Dividend from AppleNov 13, 2020",$0.31,$0.,,2020,Dividend,,0.0
2973,"Nov 6, 2020","Dividend from Thor IndustriesNov 6, 2020",$0.10,$0.,,2020,Dividend,,0.0
2974,"Nov 2, 2020","Dividend from AT&TNov 2, 2020",$1.82,$1.,,2020,Dividend,,1.0
2975,"Nov 2, 2020","Dividend from Edison InternationalNov 2, 2020",$1.21,$1.,,2020,Dividend,,1.0
2976,"Nov 2, 2020","Dividend from CVSNov 2, 2020",$0.50,$0.,,2020,Dividend,,0.0
2977,"Oct 31, 2020","Dividend from EmcorOct 31, 2020",$0.02,$0.,,2020,Dividend,,0.0
2978,"Oct 27, 2020","Dividend from SP Funds S&P 500 ShariaOct 27, 2020",$0.39,$0.,,2020,Dividend,,0.0
2979,"Oct 21, 2020","Dividend from Cisco SystemsOct 21, 2020",$0.36,$0.,,2020,Dividend,,0.0
2980,"Oct 19, 2020","Dividend from Swire PacificOct 19, 2020",$3.98,$3.,,2020,Dividend,,3.0
2981,"Oct 16, 2020","Dividend from American TowerOct 16, 2020",$1.82,$1.,,2020,Dividend,,1.0
2982,"Oct 16, 2020","Dividend from SteelcaseOct 16, 2020",$0.60,$0.,,2020,Dividend,,0.0
2983,"Oct 16, 2020","Dividend from Taiwan Semiconductor ManufacturingOct 16, 2020",$0.03,$0.,,2020,Dividend,,0.0
2984,"Oct 15, 2020","Dividend from International Airlines GroupOct 15, 2020",$1.82,$1.,,2020,Dividend,,1.0
2985,"Oct 15, 2020","Dividend from SempraOct 15, 2020",$1.05,$1.,,2020,Dividend,,1.0
2986,"Oct 15, 2020","Dividend from Cardinal HealthOct 15, 2020",$0.10,$0.,,2020,Dividend,,0.0
2987,"Oct 15, 2020","Dividend from DTE EnergyOct 15, 2020",$0.10,$0.,,2020,Dividend,,0.0
2988,"Oct 7, 2020","Dividend from HPOct 7, 2020",$0.35,$0.,,2020,Dividend,,0.0
2989,"Oct 7, 2020","Dividend from MerckOct 7, 2020",$0.61,$0.,,2020,Dividend,,0.0
2990,"Oct 7, 2020","Dividend from HP EnterpriseOct 7, 2020",$2.76,$2.,,2020,Dividend,,2.0
2991,"Oct 1, 2020","Dividend from PPLOct 1, 2020",$0.21,$0.,,2020,Dividend,,0.0
2992,"Oct 1, 2020","Dividend from BaxterOct 1, 2020",$0.02,$0.,,2020,Dividend,,0.0
2993,"Oct 1, 2020","Dividend from NikeOct 1, 2020",$0.05,$0.,,2020,Dividend,,0.0
2994,"Oct 1, 2020","Dividend from Automatic Data ProcessingOct 1, 2020",$0.36,$0.,,2020,Dividend,,0.0
2995,"Sep 30, 2020","Dividend from Public Service Enterprise GroupSep 30, 2020",$0.25,$0.,,2020,Dividend,,0.0
2996,"Sep 30, 2020","Dividend from Listed Funds Trust Wahed FTSE USA ShariahSep 30, 2020",$2.00,$2.,,2020,Dividend,,2.0
2997,"Sep 30, 2020","Dividend from Trane TechnologiesSep 30, 2020",$0.11,$0.,,2020,Dividend,,0.0
2998,"Sep 30, 2020","Dividend from PepsiCoSep 30, 2020",$0.20,$0.,,2020,Dividend,,0.0
2999,"Sep 30, 2020","Dividend from Martin MariettaSep 30, 2020",$0.68,$0.,,2020,Dividend,,0.0
3000,"Sep 30, 2020","Dividend from EversourceSep 30, 2020",$0.62,$0.,,2020,Dividend,,0.0
3001,"Sep 30, 2020","Dividend from Union PacificSep 30, 2020",$0.19,$0.,,2020,Dividend,,0.0
3002,"Sep 28, 2020","Dividend from SP Funds S&P 500 ShariaSep 28, 2020",$0.39,$0.,,2020,Dividend,,0.0
3003,"Sep 24, 2020","Dividend from XylemSep 24, 2020",$0.05,$0.,,2020,Dividend,,0.0
3004,"Sep 24, 2020","Dividend from Global PaymentsSep 24, 2020",$0.02,$0.,,2020,Dividend,,0.0
3005,"Sep 24, 2020","Dividend from Utilities Select Sector SPDR FundSep 24, 2020",$3.49,$3.,,2020,Dividend,,3.0
3006,"Sep 24, 2020","Dividend from Health Care Select Sector SPDR FundSep 24, 2020",$5.06,$5.,,2020,Dividend,,5.0
3007,"Sep 23, 2020","Dividend from Amcor PLCSep 23, 2020",$0.12,$0.,,2020,Dividend,,0.0
3008,"Sep 22, 2020","Dividend from UnitedHealthSep 22, 2020",$0.38,$0.,,2020,Dividend,,0.0
3009,"Sep 21, 2020","Dividend from EvergySep 21, 2020",$0.71,$0.,,2020,Dividend,,0.0
3010,"Sep 21, 2020","Dividend from Dominion EnergySep 21, 2020",$0.47,$0.,,2020,Dividend,,0.0
3011,"Sep 18, 2020","Dividend from LindeSep 18, 2020",$0.10,$0.,,2020,Dividend,,0.0
3012,"Sep 18, 2020","Dividend from Waste ManagementSep 18, 2020",$0.05,$0.,,2020,Dividend,,0.0
3013,"Sep 16, 2020","Dividend from Avery DennisonSep 16, 2020",$0.17,$0.,,2020,Dividend,,0.0
3014,"Sep 16, 2020","Dividend from Duke EnergySep 16, 2020",$0.19,$0.,,2020,Dividend,,0.0
3015,"Sep 16, 2020","Dividend from CSXSep 16, 2020",$0.05,$0.,,2020,Dividend,,0.0
3016,"Sep 15, 2020","Dividend from DoverSep 15, 2020",$0.05,$0.,,2020,Dividend,,0.0
3017,"Sep 15, 2020","Dividend from BorgWarnerSep 15, 2020",$0.05,$0.,,2020,Dividend,,0.0
3018,"Sep 15, 2020","Dividend from Stanley Black & DeckerSep 15, 2020",$0.07,$0.,,2020,Dividend,,0.0
3019,"Sep 15, 2020","Dividend from NextEra EnergySep 15, 2020",$1.40,$1.,,2020,Dividend,,1.0
3020,"Sep 14, 2020","Dividend from 3MSep 14, 2020",$0.88,$0.,,2020,Dividend,,0.0
3021,"Sep 11, 2020","Dividend from WalgreensSep 11, 2020",$0.47,$0.,,2020,Dividend,,0.0
3022,"Sep 11, 2020","Dividend from Lumen TechnologiesSep 11, 2020",$0.25,$0.,,2020,Dividend,,0.0
3023,"Sep 11, 2020","Dividend from DowSep 11, 2020",$1.40,$1.,,2020,Dividend,,1.0
3024,"Sep 11, 2020","Dividend from CDWSep 11, 2020",$0.08,$0.,,2020,Dividend,,0.0
3025,"Sep 11, 2020","Dividend from American Electric PowerSep 11, 2020",$0.35,$0.,,2020,Dividend,,0.0
3026,"Sep 11, 2020","Dividend from TargetSep 11, 2020",$0.07,$0.,,2020,Dividend,,0.0
