,Date,Type,Total,Total for Shares,Price per share
2557,"Jul 15, 2020","HCA Healthcare Market SellJul 15, 2020",$104.111 share at $104.11,$104.11,$104.11
2558,"Jul 15, 2020","Coca-Cola FEMSA Market BuyJul 15, 2020",$83.282 shares at $41.64,$83.282,$41.64
2559,"Jul 15, 2020","US Concrete Market SellJul 15, 2020",$78.333 shares at $26.11,$78.333,$26.11
2560,"Jul 15, 2020","Simply Good Foods Market SellJul 15, 2020",$22.591 share at $22.59,$22.59,$22.59
2561,"Jul 14, 2020","Ruth's Hospitality Market BuyJul 14, 2020",$18.533 shares at $6.18,$18.533,$6.18
2562,"Jul 14, 2020","Cinemark Market BuyJul 14, 2020",$12.261 share at $12.26,$12.26,$12.26
2563,"Jul 14, 2020","BJ's Restaurants Market BuyJul 14, 2020",$16.251 share at $16.25,$16.25,$16.25
2564,"Jul 14, 2020","Tailored Brands Market BuyJul 14, 2020",$6.6010 shares at $0.66,$6.6010,$0.66
2565,"Jul 14, 2020","Ruth's Hospitality Market BuyJul 14, 2020",$19.113 shares at $6.37,$19.113,$6.37
2566,"Jul 14, 2020","BJ's Restaurants Market BuyJul 14, 2020",$33.432 shares at $16.72,$33.432,$16.72
2567,"Jul 14, 2020","PowerFleet Market BuyJul 14, 2020",$8.122 shares at $4.06,$8.122,$4.06
2568,"Jul 13, 2020","BJ's Restaurants Market BuyJul 13, 2020",$17.251 share at $17.25,$17.25,$17.25
2569,"Jul 13, 2020","Alibaba Market SellJul 13, 2020",$259.671 share at $259.67,$259.67,$259.67
2570,"Jul 13, 2020","Simply Good Foods Market SellJul 13, 2020",$65.863 shares at $21.95,$65.863,$21.95
2571,"Jul 10, 2020","FLY Leasing Market BuyJul 10, 2020",$14.662 shares at $7.33,$14.662,$7.33
2572,"Jul 10, 2020","Herman Miller Market BuyJul 10, 2020",$41.842 shares at $20.92,$41.842,$20.92
2573,"Jul 10, 2020","Ruth's Hospitality Market BuyJul 10, 2020",$13.122 shares at $6.56,$13.122,$6.56
2574,"Jul 10, 2020","BJ's Restaurants Market BuyJul 10, 2020",$33.422 shares at $16.71,$33.422,$16.71
2575,"Jul 10, 2020","US Foods Market BuyJul 10, 2020",$18.511 share at $18.51,$18.51,$18.51
2576,"Jul 10, 2020","Blackberry Market BuyJul 10, 2020",$9.542 shares at $4.77,$9.542,$4.77
2577,"Jul 10, 2020","Xerox Market BuyJul 10, 2020",$29.382 shares at $14.69,$29.382,$14.69
2578,"Jul 10, 2020","HP Enterprise Market BuyJul 10, 2020",$17.962 shares at $8.98,$17.962,$8.98
2579,"Jul 10, 2020","Delta Air Lines Market BuyJul 10, 2020",$25.301 share at $25.30,$25.30,$25.30
2580,"Jul 10, 2020","Deposit from Checking (non-interest)Jul 10, 2020",$300.00,,
2581,"Jul 10, 2020","JetBlue Airways Market BuyJul 10, 2020",$20.002 shares at $10.00,$20.002,$10.00
2582,"Jul 9, 2020","Southwest Airlines Market BuyJul 9, 2020",$31.711 share at $31.71,$31.71,$31.71
2583,"Jul 9, 2020","Delta Air Lines Market BuyJul 9, 2020",$25.861 share at $25.86,$25.86,$25.86
2584,"Jul 9, 2020","JetBlue Airways Market BuyJul 9, 2020",$20.162 shares at $10.08,$20.162,$10.08
2585,"Jul 9, 2020","Ruth's Hospitality Market BuyJul 9, 2020",$6.911 share at $6.91,$6.91,$6.91
2586,"Jul 9, 2020","Chef's Warehouse Market BuyJul 9, 2020",$24.802 shares at $12.40,$24.802,$12.40
2587,"Jul 9, 2020","GE Market BuyJul 9, 2020",$6.641 share at $6.64,$6.64,$6.64
2588,"Jul 9, 2020","US Foods Market BuyJul 9, 2020",$18.951 share at $18.95,$18.95,$18.95
2589,"Jul 9, 2020","Ruth's Hospitality Market BuyJul 9, 2020",$6.921 share at $6.92,$6.92,$6.92
2590,"Jul 9, 2020","HP Enterprise Market BuyJul 9, 2020",$9.051 share at $9.05,$9.05,$9.05
2591,"Jul 9, 2020","Rolls-Royce Market BuyJul 9, 2020",$3.311 share at $3.31,$3.31,$3.31
2592,"Jul 9, 2020","BJ's Restaurants Market BuyJul 9, 2020",$34.392 shares at $17.20,$34.392,$17.20
2593,"Jul 8, 2020","Herman Miller Market BuyJul 8, 2020",$20.841 share at $20.84,$20.84,$20.84
2594,"Jul 8, 2020","Herman Miller Market BuyJul 8, 2020",$20.681 share at $20.68,$20.68,$20.68
2595,"Jul 7, 2020","Herman Miller Market BuyJul 7, 2020",$21.471 share at $21.47,$21.47,$21.47
2596,"Jul 7, 2020","Herman Miller Market BuyJul 7, 2020",$21.591 share at $21.59,$21.59,$21.59
2597,"Jul 7, 2020","Herman Miller Market BuyJul 7, 2020",$21.891 share at $21.89,$21.89,$21.89
2598,"Jul 7, 2020","BJ's Restaurants Market BuyJul 7, 2020",$18.591 share at $18.59,$18.59,$18.59
2599,"Jul 6, 2020","Cosan Market SellJul 6, 2020",$35.932 shares at $17.97,$35.932,$17.97
2600,"Jul 6, 2020","BJ's Restaurants Market BuyJul 6, 2020",$18.871 share at $18.87,$18.87,$18.87
2601,"Jul 2, 2020","Deposit from Checking (non-interest)Jul 2, 2020",$200.00,,
2602,"Jul 2, 2020","Ruth's Hospitality Market BuyJul 2, 2020",$31.064 shares at $7.77,$31.064,$7.77
2603,"Jun 29, 2020","Plug Power Market BuyJun 29, 2020",$16.142 shares at $8.07,$16.142,$8.07
2604,"Jun 29, 2020","Swire Pacific Market BuyJun 29, 2020",$15.873 shares at $5.29,$15.873,$5.29
2605,"Jun 29, 2020","Deposit from Checking (non-interest)Jun 29, 2020",$200.00,,
2606,"Jun 29, 2020","Swire Pacific Market BuyJun 29, 2020",$10.582 shares at $5.29,$10.582,$5.29
2607,"Jun 29, 2020","PowerFleet Market BuyJun 29, 2020",$8.802 shares at $4.40,$8.802,$4.40
2608,"Jun 29, 2020","Toray Industries Market BuyJun 29, 2020",$18.542 shares at $9.27,$18.542,$9.27
2609,"Jun 29, 2020","NRG Energy Market BuyJun 29, 2020",$31.561 share at $31.56,$31.56,$31.56
2610,"Jun 29, 2020","FLY Leasing Market BuyJun 29, 2020",$31.154 shares at $7.79,$31.154,$7.79
2611,"Jun 29, 2020","International Airlines Group Market BuyJun 29, 2020",$27.905 shares at $5.58,$27.905,$5.58
2612,"Jun 26, 2020","Canon Market BuyJun 26, 2020",$40.202 shares at $20.10,$40.202,$20.10
2613,"Jun 26, 2020","AT&T Market BuyJun 26, 2020",$29.121 share at $29.12,$29.12,$29.12
2614,"Jun 26, 2020","Deposit from Checking (non-interest)Jun 26, 2020",$200.00,,
2615,"Jun 26, 2020","FLY Leasing Market BuyJun 26, 2020",$15.552 shares at $7.78,$15.552,$7.78
2616,"Jun 26, 2020","Southwest Airlines Market BuyJun 26, 2020",$31.551 share at $31.55,$31.55,$31.55
2617,"Jun 26, 2020","Delta Air Lines Market BuyJun 26, 2020",$26.711 share at $26.71,$26.71,$26.71
2618,"Jun 26, 2020","BJ's Restaurants Market BuyJun 26, 2020",$39.632 shares at $19.82,$39.632,$19.82
2619,"Jun 26, 2020","US Concrete Market BuyJun 26, 2020",$46.122 shares at $23.06,$46.122,$23.06
2620,"Jun 26, 2020","Ruth's Hospitality Market BuyJun 26, 2020",$15.582 shares at $7.79,$15.582,$7.79
2621,"Jun 26, 2020","Jumia Technologies Market BuyJun 26, 2020",$5.171 share at $5.17,$5.17,$5.17
2622,"Jun 26, 2020","International Airlines Group Market BuyJun 26, 2020",$5.531 share at $5.53,$5.53,$5.53
2623,"Jun 26, 2020","Alibaba Market BuyJun 26, 2020",$215.151 share at $215.15,$215.15,$215.15
2624,"Jun 26, 2020","Deposit from Checking (non-interest)Jun 26, 2020",$200.00,,
2625,"Jun 26, 2020","BJ's Restaurants Market BuyJun 26, 2020",$39.822 shares at $19.91,$39.822,$19.91
2626,"Jun 26, 2020","Deposit from Checking (non-interest)Jun 26, 2020",$20.00,,
2627,"Jun 26, 2020","Deposit from Checking (non-interest)Jun 26, 2020",$20.00,,
2628,"Jun 26, 2020","Deposit from Checking (non-interest)Jun 26, 2020",$200.00,,
2629,"Jun 26, 2020","Rolls-Royce Market BuyJun 26, 2020",$3.601 share at $3.60,$3.60,$3.60
2630,"Jun 25, 2020","Ruth's Hospitality Market BuyJun 25, 2020",$16.142 shares at $8.07,$16.142,$8.07
2631,"Jun 25, 2020","Exelon Market BuyJun 25, 2020",$70.442 shares at $35.22,$70.442,$35.22
2632,"Jun 25, 2020","HP Market BuyJun 25, 2020",$48.173 shares at $16.06,$48.173,$16.06
2633,"Jun 25, 2020","HCA Healthcare Market BuyJun 25, 2020",$91.511 share at $91.51,$91.51,$91.51
2634,"Jun 25, 2020","Swire Pacific Market BuyJun 25, 2020",$11.042 shares at $5.52,$11.042,$5.52
2635,"Jun 25, 2020","Deutsche Telekom Market BuyJun 25, 2020",$32.762 shares at $16.38,$32.762,$16.38
2636,"Jun 25, 2020","HP Enterprise Market BuyJun 25, 2020",$36.364 shares at $9.09,$36.364,$9.09
2637,"Jun 25, 2020","HP Enterprise Market BuyJun 25, 2020",$9.251 share at $9.25,$9.25,$9.25
2638,"Jun 25, 2020","Delta Air Lines Market BuyJun 25, 2020",Canceled,,
2639,"Jun 25, 2020","US Concrete Market BuyJun 25, 2020",Canceled,,
2640,"Jun 25, 2020","Deposit from Checking (non-interest)Jun 25, 2020",$20.00,,
2641,"Jun 25, 2020","Deposit from Checking (non-interest)Jun 25, 2020",$300.00,,
2642,"Jun 24, 2020","HP Market BuyJun 24, 2020",$16.291 share at $16.29,$16.29,$16.29
2643,"Jun 24, 2020","JetBlue Airways Market BuyJun 24, 2020",$20.902 shares at $10.45,$20.902,$10.45
2644,"Jun 24, 2020","Toray Industries Market BuyJun 24, 2020",$18.742 shares at $9.37,$18.742,$9.37
2645,"Jun 24, 2020","Dana Market BuyJun 24, 2020",$10.911 share at $10.91,$10.91,$10.91
2646,"Jun 24, 2020","HP Market BuyJun 24, 2020",$16.291 share at $16.29,$16.29,$16.29
2647,"Jun 24, 2020","HP Enterprise Market BuyJun 24, 2020",$9.331 share at $9.33,$9.33,$9.33
2648,"Jun 24, 2020","Dow Market BuyJun 24, 2020",$39.141 share at $39.14,$39.14,$39.14
2649,"Jun 24, 2020","BJ's Restaurants Market BuyJun 24, 2020",$41.242 shares at $20.62,$41.242,$20.62
2650,"Jun 24, 2020","US Foods Market BuyJun 24, 2020",$18.751 share at $18.75,$18.75,$18.75
2651,"Jun 24, 2020","Dana Market BuyJun 24, 2020",$21.902 shares at $10.95,$21.902,$10.95
2652,"Jun 24, 2020","Pfizer Market BuyJun 24, 2020",$32.061 share at $32.06,$32.06,$32.06
2653,"Jun 24, 2020","Herman Miller Market BuyJun 24, 2020",$23.801 share at $23.80,$23.80,$23.80
2654,"Jun 24, 2020","Dana Market BuyJun 24, 2020",$44.074 shares at $11.02,$44.074,$11.02
2655,"Jun 24, 2020","International Airlines Group Market BuyJun 24, 2020",$11.642 shares at $5.82,$11.642,$5.82
2656,"Jun 24, 2020","Deposit from Checking (non-interest)Jun 24, 2020",$300.00,,
2657,"Jun 24, 2020","Honeywell International Market BuyJun 24, 2020",$140.401 share at $140.40,$140.40,$140.40
2658,"Jun 24, 2020","Boston Scientific Market BuyJun 24, 2020",$33.951 share at $33.95,$33.95,$33.95
2659,"Jun 24, 2020","HP Enterprise Market BuyJun 24, 2020",$18.682 shares at $9.34,$18.682,$9.34
2660,"Jun 24, 2020","Deposit from Checking (non-interest)Jun 24, 2020",$200.00,,
2661,"Jun 24, 2020","Swire Pacific Market BuyJun 24, 2020",$16.713 shares at $5.57,$16.713,$5.57
2662,"Jun 24, 2020","HCA Healthcare Market BuyJun 24, 2020",$95.751 share at $95.75,$95.75,$95.75
2663,"Jun 24, 2020","Carnival Market BuyJun 24, 2020",$32.932 shares at $16.47,$32.932,$16.47
2664,"Jun 24, 2020","Delta Air Lines Market BuyJun 24, 2020",$28.251 share at $28.25,$28.25,$28.25
2665,"Jun 24, 2020","Deposit from Checking (non-interest)Jun 24, 2020",$100.00,,
2666,"Jun 24, 2020","Honeywell International Market BuyJun 24, 2020",$141.611 share at $141.61,$141.61,$141.61
2667,"Jun 24, 2020","Deposit from Checking (non-interest)Jun 24, 2020",$200.00,,
2668,"Jun 24, 2020","Boston Scientific Market BuyJun 24, 2020",$34.391 share at $34.39,$34.39,$34.39
2669,"Jun 24, 2020","Mylan Market BuyJun 24, 2020",$15.891 share at $15.89,$15.89,$15.89
2670,"Jun 24, 2020","IBM Market BuyJun 24, 2020",$117.401 share at $117.40,$117.40,$117.40
2671,"Jun 24, 2020","Deposit from Checking (non-interest)Jun 24, 2020",$200.00,,
2672,"Jun 24, 2020","JetBlue Airways Market BuyJun 24, 2020",$22.042 shares at $11.02,$22.042,$11.02
2673,"Jun 24, 2020","FLY Leasing Market BuyJun 24, 2020",$16.752 shares at $8.38,$16.752,$8.38
2674,"Jun 24, 2020","Ruth's Hospitality Market BuyJun 24, 2020",$17.162 shares at $8.58,$17.162,$8.58
2675,"Jun 24, 2020","HP Enterprise Market BuyJun 24, 2020",$9.421 share at $9.42,$9.42,$9.42
2676,"Jun 24, 2020","International Airlines Group Market BuyJun 24, 2020",$11.902 shares at $5.95,$11.902,$5.95
2677,"Jun 24, 2020","GE Market BuyJun 24, 2020",$6.831 share at $6.83,$6.83,$6.83
2678,"Jun 24, 2020","HP Enterprise Market BuyJun 24, 2020",$28.373 shares at $9.46,$28.373,$9.46
2679,"Jun 23, 2020","PowerFleet Market BuyJun 23, 2020",$51.5911 shares at $4.69,$51.5911,$4.69
2680,"Jun 23, 2020","Mylan Market BuyJun 23, 2020",$16.181 share at $16.18,$16.18,$16.18
2681,"Jun 23, 2020","HP Enterprise Market BuyJun 23, 2020",$9.881 share at $9.88,$9.88,$9.88
2682,"Jun 22, 2020","BJ's Restaurants Market BuyJun 22, 2020",$40.632 shares at $20.32,$40.632,$20.32
2683,"Jun 22, 2020","Deposit from Checking (non-interest)Jun 22, 2020",$200.00,,
2684,"Jun 22, 2020","BJ's Restaurants Market BuyJun 22, 2020",$40.552 shares at $20.28,$40.552,$20.28
2685,"Jun 22, 2020","JetBlue Airways Market BuyJun 22, 2020",$11.171 share at $11.17,$11.17,$11.17
2686,"Jun 22, 2020","BJ's Restaurants Market BuyJun 22, 2020",$20.431 share at $20.43,$20.43,$20.43
2687,"Jun 22, 2020","Deutsche Telekom Market BuyJun 22, 2020",$33.062 shares at $16.53,$33.062,$16.53
2688,"Jun 22, 2020","NRG Energy Market BuyJun 22, 2020",$33.351 share at $33.35,$33.35,$33.35
2689,"Jun 22, 2020","BJ's Restaurants Market BuyJun 22, 2020",$61.823 shares at $20.61,$61.823,$20.61
2690,"Jun 22, 2020","Deposit from Checking (non-interest)Jun 22, 2020",$200.00,,
2691,"Jun 22, 2020","HP Enterprise Market BuyJun 22, 2020",$19.562 shares at $9.78,$19.562,$9.78
2692,"Jun 22, 2020","Ruth's Hospitality Market BuyJun 22, 2020",$16.372 shares at $8.19,$16.372,$8.19
2693,"Jun 22, 2020","US Foods Market BuyJun 22, 2020",$37.702 shares at $18.85,$37.702,$18.85
2694,"Jun 19, 2020","FLY Leasing Market BuyJun 19, 2020",$8.401 share at $8.40,$8.40,$8.40
2695,"Jun 19, 2020","BJ's Restaurants Market BuyJun 19, 2020",$21.821 share at $21.82,$21.82,$21.82
2696,"Jun 19, 2020","Herman Miller Market BuyJun 19, 2020",$23.711 share at $23.71,$23.71,$23.71
2697,"Jun 18, 2020","FLY Leasing Market BuyJun 18, 2020",$8.691 share at $8.69,$8.69,$8.69
2698,"Jun 18, 2020","Tata Motors Limit BuyJun 18, 2020",$6.211 share at $6.21,$6.21,$6.21
2699,"Jun 17, 2020","US Foods Market BuyJun 17, 2020",$20.061 share at $20.06,$20.06,$20.06
2700,"Jun 17, 2020","Ruth's Hospitality Market BuyJun 17, 2020",$9.251 share at $9.25,$9.25,$9.25
2701,"Jun 17, 2020","Deposit from Checking (non-interest)Jun 17, 2020",$200.00,,
2702,"Jun 17, 2020","BJ's Restaurants Market BuyJun 17, 2020",$45.442 shares at $22.72,$45.442,$22.72
2703,"Jun 15, 2020","Merck Market BuyJun 15, 2020",$74.011 share at $74.01,$74.01,$74.01
2704,"Jun 15, 2020","Pfizer Market BuyJun 15, 2020",$32.911 share at $32.91,$32.91,$32.91
2705,"Jun 15, 2020","Nissan Market BuyJun 15, 2020",$15.222 shares at $7.61,$15.222,$7.61
2706,"Jun 15, 2020","Cosan Market BuyJun 15, 2020",$27.552 shares at $13.78,$27.552,$13.78
2707,"Jun 15, 2020","HP Enterprise Market BuyJun 15, 2020",$19.852 shares at $9.93,$19.852,$9.93
2708,"Jun 15, 2020","HCA Healthcare Market BuyJun 15, 2020",$98.031 share at $98.03,$98.03,$98.03
2709,"Jun 15, 2020","JetBlue Airways Market BuyJun 15, 2020",$11.691 share at $11.69,$11.69,$11.69
2710,"Jun 15, 2020","Herman Miller Market BuyJun 15, 2020",$45.732 shares at $22.87,$45.732,$22.87
2711,"Jun 15, 2020","US Foods Market BuyJun 15, 2020",$19.391 share at $19.39,$19.39,$19.39
2712,"Jun 15, 2020","BJ's Restaurants Market BuyJun 15, 2020",$21.551 share at $21.55,$21.55,$21.55
2713,"Jun 15, 2020","Deposit from Checking (non-interest)Jun 15, 2020",$400.00,,
2714,"Jun 15, 2020","FLY Leasing Market BuyJun 15, 2020",$8.711 share at $8.71,$8.71,$8.71
2715,"Jun 15, 2020","US Concrete Market BuyJun 15, 2020",$21.391 share at $21.39,$21.39,$21.39
2716,"Jun 12, 2020","BJ's Restaurants Market BuyJun 12, 2020",$65.103 shares at $21.70,$65.103,$21.70
2717,"Jun 11, 2020","US Concrete Market BuyJun 11, 2020",$20.851 share at $20.85,$20.85,$20.85
2718,"Jun 11, 2020","Porsche Market BuyJun 11, 2020",$10.822 shares at $5.41,$10.822,$5.41
2719,"Jun 11, 2020","Delta Air Lines Market BuyJun 11, 2020",$27.121 share at $27.12,$27.12,$27.12
2720,"Jun 11, 2020","Herman Miller Market BuyJun 11, 2020",$46.832 shares at $23.42,$46.832,$23.42
2721,"Jun 11, 2020","Dow Market BuyJun 11, 2020",$39.421 share at $39.42,$39.42,$39.42
2722,"Jun 11, 2020","Deutsche Telekom Market BuyJun 11, 2020",$16.541 share at $16.54,$16.54,$16.54
2723,"Jun 11, 2020","IBM Market BuyJun 11, 2020",$119.571 share at $119.57,$119.57,$119.57
2724,"Jun 11, 2020","Dow Market BuyJun 11, 2020",$39.771 share at $39.77,$39.77,$39.77
2725,"Jun 11, 2020","BJ's Restaurants Market BuyJun 11, 2020",$21.191 share at $21.19,$21.19,$21.19
2726,"Jun 11, 2020","GE Market BuyJun 11, 2020",$7.061 share at $7.06,$7.06,$7.06
2727,"Jun 11, 2020","Cosan Market BuyJun 11, 2020",$13.431 share at $13.43,$13.43,$13.43
2728,"Jun 11, 2020","Herman Miller Market BuyJun 11, 2020",$71.663 shares at $23.89,$71.663,$23.89
2729,"Jun 11, 2020","IBM Market BuyJun 11, 2020",$122.121 share at $122.12,$122.12,$122.12
2730,"Jun 11, 2020","Toray Industries Market BuyJun 11, 2020",$28.503 shares at $9.50,$28.503,$9.50
2731,"Jun 11, 2020","Honeywell International Market BuyJun 11, 2020",$146.781 share at $146.78,$146.78,$146.78
2732,"Jun 11, 2020","US Concrete Market BuyJun 11, 2020",$21.711 share at $21.71,$21.71,$21.71
2733,"Jun 11, 2020","Pfizer Market BuyJun 11, 2020",$34.931 share at $34.93,$34.93,$34.93
2734,"Jun 11, 2020","US Concrete Market BuyJun 11, 2020",$44.672 shares at $22.34,$44.672,$22.34
2735,"Jun 11, 2020","HP Enterprise Market BuyJun 11, 2020",$29.993 shares at $10.00,$29.993,$10.00
2736,"Jun 11, 2020","US Foods Market BuyJun 11, 2020",$20.091 share at $20.09,$20.09,$20.09
2737,"Jun 11, 2020","Herman Miller Market BuyJun 11, 2020",$73.523 shares at $24.51,$73.523,$24.51
2738,"Jun 11, 2020","Deutsche Telekom Market BuyJun 11, 2020",$16.781 share at $16.78,$16.78,$16.78
2739,"Jun 11, 2020","Honeywell International Market BuyJun 11, 2020",$148.661 share at $148.66,$148.66,$148.66
2740,"Jun 11, 2020","Cosan Market BuyJun 11, 2020",$13.731 share at $13.73,$13.73,$13.73
2741,"Jun 11, 2020","IBM Market BuyJun 11, 2020",$125.901 share at $125.90,$125.90,$125.90
2742,"Jun 11, 2020","Delta Air Lines Market BuyJun 11, 2020",$52.482 shares at $26.24,$52.482,$26.24
2743,"Jun 11, 2020","JetBlue Airways Market BuyJun 11, 2020",$21.622 shares at $10.81,$21.622,$10.81
2744,"Jun 11, 2020","Southwest Airlines Market BuyJun 11, 2020",$64.422 shares at $32.21,$64.422,$32.21
2745,"Jun 11, 2020","HP Market BuyJun 11, 2020",$48.453 shares at $16.15,$48.453,$16.15
2746,"Jun 10, 2020","US Concrete Market BuyJun 10, 2020",$47.432 shares at $23.72,$47.432,$23.72
2747,"Jun 10, 2020","Cosan Market BuyJun 10, 2020",$14.731 share at $14.73,$14.73,$14.73
2748,"Jun 10, 2020","US Concrete Market BuyJun 10, 2020",$23.911 share at $23.91,$23.91,$23.91
2749,"Jun 10, 2020","International Airlines Group Market BuyJun 10, 2020",$36.855 shares at $7.37,$36.855,$7.37
2750,"Jun 10, 2020","JetBlue Airways Market BuyJun 10, 2020",$12.341 share at $12.34,$12.34,$12.34
2751,"Jun 10, 2020","NRG Energy Market BuyJun 10, 2020",$36.011 share at $36.01,$36.01,$36.01
2752,"Jun 10, 2020","FLY Leasing Market BuyJun 10, 2020",$18.162 shares at $9.08,$18.162,$9.08
2753,"Jun 10, 2020","JetBlue Airways Market BuyJun 10, 2020",$12.391 share at $12.39,$12.39,$12.39
2754,"Jun 10, 2020","Delta Air Lines Market BuyJun 10, 2020",$30.761 share at $30.76,$30.76,$30.76
2755,"Jun 10, 2020","Ruth's Hospitality Market BuyJun 10, 2020",$10.411 share at $10.41,$10.41,$10.41
2756,"Jun 10, 2020","FLY Leasing Market BuyJun 10, 2020",$9.441 share at $9.44,$9.44,$9.44
2757,"Jun 10, 2020","Southwest Airlines Market BuyJun 10, 2020",$35.931 share at $35.93,$35.93,$35.93
2758,"Jun 9, 2020","Ruth's Hospitality Market BuyJun 9, 2020",$11.211 share at $11.21,$11.21,$11.21
2759,"Jun 9, 2020","FLY Leasing Market BuyJun 9, 2020",$19.482 shares at $9.74,$19.482,$9.74
2760,"Jun 8, 2020","Panasonic Market BuyJun 8, 2020",$27.753 shares at $9.25,$27.753,$9.25
2761,"Jun 8, 2020","Swire Pacific Market BuyJun 8, 2020",$30.655 shares at $6.13,$30.655,$6.13
2762,"Jun 5, 2020","FLY Leasing Market BuyJun 5, 2020",$20.142 shares at $10.07,$20.142,$10.07
2763,"Jun 5, 2020","National Grid Market BuyJun 5, 2020",$116.492 shares at $58.25,$116.492,$58.25
2764,"Jun 5, 2020","A.P. Moller - Maersk Market BuyJun 5, 2020",$11.582 shares at $5.79,$11.582,$5.79
2765,"Jun 5, 2020","FLY Leasing Market BuyJun 5, 2020",$20.962 shares at $10.48,$20.962,$10.48
2766,"Jun 5, 2020","Nissan Market BuyJun 5, 2020",$16.822 shares at $8.41,$16.822,$8.41
2767,"Jun 5, 2020","Panasonic Market BuyJun 5, 2020",$18.262 shares at $9.13,$18.262,$9.13
2768,"Jun 5, 2020","Rakuten Group Market BuyJun 5, 2020",$18.082 shares at $9.04,$18.082,$9.04
2769,"Jun 5, 2020","Airbus Market SellJun 5, 2020",$453.2020 shares at $22.66,$453.2020,$22.66
2770,"Jun 4, 2020","HP Market BuyJun 4, 2020",$32.842 shares at $16.42,$32.842,$16.42
2771,"Jun 4, 2020","Simply Good Foods Market BuyJun 4, 2020",$16.831 share at $16.83,$16.83,$16.83
2772,"Jun 4, 2020","Simply Good Foods Market BuyJun 4, 2020",$17.011 share at $17.01,$17.01,$17.01
2773,"Jun 4, 2020","Simply Good Foods Market BuyJun 4, 2020",$34.252 shares at $17.13,$34.252,$17.13
2774,"Jun 4, 2020","Toray Industries Market BuyJun 4, 2020",$9.701 share at $9.70,$9.70,$9.70
2775,"Jun 4, 2020","Simply Good Foods Market BuyJun 4, 2020",$34.692 shares at $17.35,$34.692,$17.35
2776,"Jun 4, 2020","IBM Market BuyJun 4, 2020",$127.501 share at $127.50,$127.50,$127.50
2777,"Jun 4, 2020","Herman Miller Market BuyJun 4, 2020",$73.623 shares at $24.54,$73.623,$24.54
2778,"Jun 3, 2020","Coty Market SellJun 3, 2020",$4.471 share at $4.47,$4.47,$4.47
