,Date,Type,Total,Total for Shares,Price per share,Year,"B,S,D,O",Stock Name,Float Total,Sell?,Dividend?,Buy?,
2707,15-Jun-20,"HP Enterprise Market BuyJun 15, 2020",$19.852 shares at $9.93,19.80,$9.93 ,2020,Buy,HP Enterprise ,19.8,0,0,19.8,
2708,15-Jun-20,"HCA Healthcare Market BuyJun 15, 2020",$98.031 share at $98.03,98.00,$98.03 ,2020,Buy,HCA Healthcare ,98,0,0,98,
2709,15-Jun-20,"JetBlue Airways Market BuyJun 15, 2020",$11.691 share at $11.69,11.60,$11.69 ,2020,Buy,JetBlue Airways ,11.6,0,0,11.6,
2710,15-Jun-20,"Herman Miller Market BuyJun 15, 2020",$45.732 shares at $22.87,45.70,$22.87 ,2020,Buy,Herman Miller ,45.7,0,0,45.7,
2711,15-Jun-20,"US Foods Market BuyJun 15, 2020",$19.391 share at $19.39,19.30,$19.39 ,2020,Buy,US Foods ,19.3,0,0,19.3,
2712,15-Jun-20,"BJ's Restaurants Market BuyJun 15, 2020",$21.551 share at $21.55,21.50,$21.55 ,2020,Buy,BJ's Restaurants ,21.5,0,0,21.5,
2713,15-Jun-20,"Deposit from Checking (non-interest)Jun 15, 2020",$400.00 ,,,2020,Deposit,N/A,,0,0,0,
2714,15-Jun-20,"FLY Leasing Market BuyJun 15, 2020",$8.711 share at $8.71,8.70,$8.71 ,2020,Buy,FLY Leasing ,8.7,0,0,8.7,
2715,15-Jun-20,"US Concrete Market BuyJun 15, 2020",$21.391 share at $21.39,21.30,$21.39 ,2020,Buy,US Concrete ,21.3,0,0,21.3,
2716,12-Jun-20,"BJ's Restaurants Market BuyJun 12, 2020",$65.103 shares at $21.70,65.10,$21.70 ,2020,Buy,BJ's Restaurants ,65.1,0,0,65.1,
2717,11-Jun-20,"US Concrete Market BuyJun 11, 2020",$20.851 share at $20.85,20.80,$20.85 ,2020,Buy,US Concrete ,20.8,0,0,20.8,
2718,11-Jun-20,"Porsche Market BuyJun 11, 2020",$10.822 shares at $5.41,10.80,$5.41 ,2020,Buy,Porsche ,10.8,0,0,10.8,
2719,11-Jun-20,"Delta Air Lines Market BuyJun 11, 2020",$27.121 share at $27.12,27.10,$27.12 ,2020,Buy,Delta Air Lines ,27.1,0,0,27.1,
2720,11-Jun-20,"Herman Miller Market BuyJun 11, 2020",$46.832 shares at $23.42,46.80,$23.42 ,2020,Buy,Herman Miller ,46.8,0,0,46.8,
2721,11-Jun-20,"Dow Market BuyJun 11, 2020",$39.421 share at $39.42,39.40,$39.42 ,2020,Buy,Dow ,39.4,0,0,39.4,
2722,11-Jun-20,"Deutsche Telekom Market BuyJun 11, 2020",$16.541 share at $16.54,16.50,$16.54 ,2020,Buy,Deutsche Telekom ,16.5,0,0,16.5,
2723,11-Jun-20,"IBM Market BuyJun 11, 2020",$119.571 share at $119.57,119.50,$119.57 ,2020,Buy,IBM ,119.5,0,0,119.5,
2724,11-Jun-20,"Dow Market BuyJun 11, 2020",$39.771 share at $39.77,39.70,$39.77 ,2020,Buy,Dow ,39.7,0,0,39.7,
2725,11-Jun-20,"BJ's Restaurants Market BuyJun 11, 2020",$21.191 share at $21.19,21.10,$21.19 ,2020,Buy,BJ's Restaurants ,21.1,0,0,21.1,
2726,11-Jun-20,"GE Market BuyJun 11, 2020",$7.061 share at $7.06,7.00,$7.06 ,2020,Buy,GE ,7,0,0,7,
2727,11-Jun-20,"Cosan Market BuyJun 11, 2020",$13.431 share at $13.43,13.40,$13.43 ,2020,Buy,Cosan ,13.4,0,0,13.4,
2728,11-Jun-20,"Herman Miller Market BuyJun 11, 2020",$71.663 shares at $23.89,71.60,$23.89 ,2020,Buy,Herman Miller ,71.6,0,0,71.6,
2729,11-Jun-20,"IBM Market BuyJun 11, 2020",$122.121 share at $122.12,122.10,$122.12 ,2020,Buy,IBM ,122.1,0,0,122.1,
2730,11-Jun-20,"Toray Industries Market BuyJun 11, 2020",$28.503 shares at $9.50,28.50,$9.50 ,2020,Buy,Toray Industries ,28.5,0,0,28.5,
2731,11-Jun-20,"Honeywell International Market BuyJun 11, 2020",$146.781 share at $146.78,146.70,$146.78 ,2020,Buy,Honeywell International ,146.7,0,0,146.7,
2732,11-Jun-20,"US Concrete Market BuyJun 11, 2020",$21.711 share at $21.71,21.70,$21.71 ,2020,Buy,US Concrete ,21.7,0,0,21.7,
2733,11-Jun-20,"Pfizer Market BuyJun 11, 2020",$34.931 share at $34.93,34.90,$34.93 ,2020,Buy,Pfizer ,34.9,0,0,34.9,
2734,11-Jun-20,"US Concrete Market BuyJun 11, 2020",$44.672 shares at $22.34,44.60,$22.34 ,2020,Buy,US Concrete ,44.6,0,0,44.6,
2735,11-Jun-20,"HP Enterprise Market BuyJun 11, 2020",$29.993 shares at $10.00,29.90,$10.00 ,2020,Buy,HP Enterprise ,29.9,0,0,29.9,
2736,11-Jun-20,"US Foods Market BuyJun 11, 2020",$20.091 share at $20.09,20.00,$20.09 ,2020,Buy,US Foods ,20,0,0,20,
2737,11-Jun-20,"Herman Miller Market BuyJun 11, 2020",$73.523 shares at $24.51,73.50,$24.51 ,2020,Buy,Herman Miller ,73.5,0,0,73.5,
2738,11-Jun-20,"Deutsche Telekom Market BuyJun 11, 2020",$16.781 share at $16.78,16.70,$16.78 ,2020,Buy,Deutsche Telekom ,16.7,0,0,16.7,
2739,11-Jun-20,"Honeywell International Market BuyJun 11, 2020",$148.661 share at $148.66,148.60,$148.66 ,2020,Buy,Honeywell International ,148.6,0,0,148.6,
2740,11-Jun-20,"Cosan Market BuyJun 11, 2020",$13.731 share at $13.73,13.70,$13.73 ,2020,Buy,Cosan ,13.7,0,0,13.7,
2741,11-Jun-20,"IBM Market BuyJun 11, 2020",$125.901 share at $125.90,125.90,$125.90 ,2020,Buy,IBM ,125.9,0,0,125.9,
2742,11-Jun-20,"Delta Air Lines Market BuyJun 11, 2020",$52.482 shares at $26.24,52.40,$26.24 ,2020,Buy,Delta Air Lines ,52.4,0,0,52.4,
2743,11-Jun-20,"JetBlue Airways Market BuyJun 11, 2020",$21.622 shares at $10.81,21.60,$10.81 ,2020,Buy,JetBlue Airways ,21.6,0,0,21.6,
2744,11-Jun-20,"Southwest Airlines Market BuyJun 11, 2020",$64.422 shares at $32.21,64.40,$32.21 ,2020,Buy,Southwest Airlines ,64.4,0,0,64.4,
2745,11-Jun-20,"HP Market BuyJun 11, 2020",$48.453 shares at $16.15,48.40,$16.15 ,2020,Buy,HP ,48.4,0,0,48.4,
2746,10-Jun-20,"US Concrete Market BuyJun 10, 2020",$47.432 shares at $23.72,47.40,$23.72 ,2020,Buy,US Concrete ,47.4,0,0,47.4,
2747,10-Jun-20,"Cosan Market BuyJun 10, 2020",$14.731 share at $14.73,14.70,$14.73 ,2020,Buy,Cosan ,14.7,0,0,14.7,
2748,10-Jun-20,"US Concrete Market BuyJun 10, 2020",$23.911 share at $23.91,23.90,$23.91 ,2020,Buy,US Concrete ,23.9,0,0,23.9,
2749,10-Jun-20,"International Airlines Group Market BuyJun 10, 2020",$36.855 shares at $7.37,36.80,$7.37 ,2020,Buy,International Airlines Group ,36.8,0,0,36.8,
2750,10-Jun-20,"JetBlue Airways Market BuyJun 10, 2020",$12.341 share at $12.34,12.30,$12.34 ,2020,Buy,JetBlue Airways ,12.3,0,0,12.3,
2751,10-Jun-20,"NRG Energy Market BuyJun 10, 2020",$36.011 share at $36.01,36.00,$36.01 ,2020,Buy,NRG Energy ,36,0,0,36,
2752,10-Jun-20,"FLY Leasing Market BuyJun 10, 2020",$18.162 shares at $9.08,18.10,$9.08 ,2020,Buy,FLY Leasing ,18.1,0,0,18.1,
2753,10-Jun-20,"JetBlue Airways Market BuyJun 10, 2020",$12.391 share at $12.39,12.30,$12.39 ,2020,Buy,JetBlue Airways ,12.3,0,0,12.3,
2754,10-Jun-20,"Delta Air Lines Market BuyJun 10, 2020",$30.761 share at $30.76,30.70,$30.76 ,2020,Buy,Delta Air Lines ,30.7,0,0,30.7,
2755,10-Jun-20,"Ruth's Hospitality Market BuyJun 10, 2020",$10.411 share at $10.41,10.40,$10.41 ,2020,Buy,Ruth's Hospitality ,10.4,0,0,10.4,
2756,10-Jun-20,"FLY Leasing Market BuyJun 10, 2020",$9.441 share at $9.44,9.40,$9.44 ,2020,Buy,FLY Leasing ,9.4,0,0,9.4,
2757,10-Jun-20,"Southwest Airlines Market BuyJun 10, 2020",$35.931 share at $35.93,35.90,$35.93 ,2020,Buy,Southwest Airlines ,35.9,0,0,35.9,
2758,9-Jun-20,"Ruth's Hospitality Market BuyJun 9, 2020",$11.211 share at $11.21,11.20,$11.21 ,2020,Buy,Ruth's Hospitality ,11.2,0,0,11.2,
2759,9-Jun-20,"FLY Leasing Market BuyJun 9, 2020",$19.482 shares at $9.74,19.40,$9.74 ,2020,Buy,FLY Leasing ,19.4,0,0,19.4,
2760,8-Jun-20,"Panasonic Market BuyJun 8, 2020",$27.753 shares at $9.25,27.70,$9.25 ,2020,Buy,Panasonic ,27.7,0,0,27.7,
2761,8-Jun-20,"Swire Pacific Market BuyJun 8, 2020",$30.655 shares at $6.13,30.60,$6.13 ,2020,Buy,Swire Pacific ,30.6,0,0,30.6,
2762,5-Jun-20,"FLY Leasing Market BuyJun 5, 2020",$20.142 shares at $10.07,20.10,$10.07 ,2020,Buy,FLY Leasing ,20.1,0,0,20.1,
2763,5-Jun-20,"National Grid Market BuyJun 5, 2020",$116.492 shares at $58.25,116.40,$58.25 ,2020,Buy,National Grid ,116.4,0,0,116.4,
2764,5-Jun-20,"A.P. Moller - Maersk Market BuyJun 5, 2020",$11.582 shares at $5.79,11.50,$5.79 ,2020,Buy,A.P. Moller - Maersk ,11.5,0,0,11.5,
2765,5-Jun-20,"FLY Leasing Market BuyJun 5, 2020",$20.962 shares at $10.48,20.90,$10.48 ,2020,Buy,FLY Leasing ,20.9,0,0,20.9,
2766,5-Jun-20,"Nissan Market BuyJun 5, 2020",$16.822 shares at $8.41,16.80,$8.41 ,2020,Buy,Nissan ,16.8,0,0,16.8,
2767,5-Jun-20,"Panasonic Market BuyJun 5, 2020",$18.262 shares at $9.13,18.20,$9.13 ,2020,Buy,Panasonic ,18.2,0,0,18.2,
2768,5-Jun-20,"Rakuten Group Market BuyJun 5, 2020",$18.082 shares at $9.04,18.00,$9.04 ,2020,Buy,Rakuten Group ,18,0,0,18,
2769,5-Jun-20,"Airbus Market SellJun 5, 2020",$453.2020 shares at $22.66,453.20,$22.66 ,2020,Sell,Airbus ,453.2,-453.2,0,0,
2770,4-Jun-20,"HP Market BuyJun 4, 2020",$32.842 shares at $16.42,32.80,$16.42 ,2020,Buy,HP ,32.8,0,0,32.8,
2771,4-Jun-20,"Simply Good Foods Market BuyJun 4, 2020",$16.831 share at $16.83,16.80,$16.83 ,2020,Buy,Simply Good Foods ,16.8,0,0,16.8,
2772,4-Jun-20,"Simply Good Foods Market BuyJun 4, 2020",$17.011 share at $17.01,17.00,$17.01 ,2020,Buy,Simply Good Foods ,17,0,0,17,
2773,4-Jun-20,"Simply Good Foods Market BuyJun 4, 2020",$34.252 shares at $17.13,34.20,$17.13 ,2020,Buy,Simply Good Foods ,34.2,0,0,34.2,
2774,4-Jun-20,"Toray Industries Market BuyJun 4, 2020",$9.701 share at $9.70,9.70,$9.70 ,2020,Buy,Toray Industries ,9.7,0,0,9.7,
2775,4-Jun-20,"Simply Good Foods Market BuyJun 4, 2020",$34.692 shares at $17.35,34.60,$17.35 ,2020,Buy,Simply Good Foods ,34.6,0,0,34.6,
2776,4-Jun-20,"IBM Market BuyJun 4, 2020",$127.501 share at $127.50,127.50,$127.50 ,2020,Buy,IBM ,127.5,0,0,127.5,
2777,4-Jun-20,"Herman Miller Market BuyJun 4, 2020",$73.623 shares at $24.54,73.60,$24.54 ,2020,Buy,Herman Miller ,73.6,0,0,73.6,
2778,3-Jun-20,"Coty Market SellJun 3, 2020",$4.471 share at $4.47,4.40,$4.47 ,2020,Sell,Coty ,4.4,-4.4,0,0,
2779,3-Jun-20,"Rolls-Royce Market SellJun 3, 2020",$20.755 shares at $4.15,20.70,$4.15 ,2020,Sell,Rolls-Royce ,20.7,-20.7,0,0,
2780,3-Jun-20,"Simply Good Foods Market SellJun 3, 2020",$88.105 shares at $17.62,88.10,$17.62 ,2020,Sell,Simply Good Foods ,88.1,-88.1,0,0,
2781,3-Jun-20,"Blackberry Market SellJun 3, 2020",$10.552 shares at $5.28,10.50,$5.28 ,2020,Sell,Blackberry ,10.5,-10.5,0,0,
2782,3-Jun-20,"Herman Miller Market SellJun 3, 2020",$50.042 shares at $25.02,50.00,$25.02 ,2020,Sell,Herman Miller ,50,-50,0,0,
2783,3-Jun-20,"Ford Motor Market SellJun 3, 2020",$12.172 shares at $6.09,12.10,$6.09 ,2020,Sell,Ford Motor ,12.1,-12.1,0,0,
2784,3-Jun-20,"GE Market SellJun 3, 2020",$14.552 shares at $7.28,14.50,$7.28 ,2020,Sell,GE ,14.5,-14.5,0,0,
2785,3-Jun-20,"HP Market SellJun 3, 2020",$49.953 shares at $16.65,49.90,$16.65 ,2020,Sell,HP ,49.9,-49.9,0,0,
2786,3-Jun-20,"HP Enterprise Market SellJun 3, 2020",$102.8210 shares at $10.28,102.80,$10.28 ,2020,Sell,HP Enterprise ,102.8,-102.8,0,0,
2787,3-Jun-20,"HP Market SellJun 3, 2020",$49.963 shares at $16.65,49.90,$16.65 ,2020,Sell,HP ,49.9,-49.9,0,0,
2788,3-Jun-20,"HP Enterprise Market SellJun 3, 2020",$102.7010 shares at $10.27,102.70,$10.27 ,2020,Sell,HP Enterprise ,102.7,-102.7,0,0,
2789,3-Jun-20,"Deutsche Telekom Market SellJun 3, 2020",$16.941 share at $16.94,16.90,$16.94 ,2020,Sell,Deutsche Telekom ,16.9,-16.9,0,0,
2790,3-Jun-20,"Herman Miller Market SellJun 3, 2020",$75.033 shares at $25.01,75.00,$25.01 ,2020,Sell,Herman Miller ,75,-75,0,0,
2791,3-Jun-20,"GE Market SellJun 3, 2020",$7.271 share at $7.27,7.20,$7.27 ,2020,Sell,GE ,7.2,-7.2,0,0,
2792,3-Jun-20,"Tata Motors Market SellJun 3, 2020",$6.781 share at $6.78,6.70,$6.78 ,2020,Sell,Tata Motors ,6.7,-6.7,0,0,
2793,3-Jun-20,"US Concrete Market SellJun 3, 2020",$24.211 share at $24.21,24.20,$24.21 ,2020,Sell,US Concrete ,24.2,-24.2,0,0,
2794,3-Jun-20,"US Foods Market SellJun 3, 2020",$20.921 share at $20.92,20.90,$20.92 ,2020,Sell,US Foods ,20.9,-20.9,0,0,
2795,3-Jun-20,"Embraer Market SellJun 3, 2020",$35.115 shares at $7.02,35.10,$7.02 ,2020,Sell,Embraer ,35.1,-35.1,0,0,
2796,3-Jun-20,"HP Market SellJun 3, 2020",$66.444 shares at $16.61,66.40,$16.61 ,2020,Sell,HP ,66.4,-66.4,0,0,
2797,3-Jun-20,"IBM Market SellJun 3, 2020",$129.241 share at $129.24,129.20,$129.24 ,2020,Sell,IBM ,129.2,-129.2,0,0,
2798,3-Jun-20,"Airbus Market SellJun 3, 2020",$95.105 shares at $19.02,95.10,$19.02 ,2020,Sell,Airbus ,95.1,-95.1,0,0,
2799,3-Jun-20,"Boeing Market SellJun 3, 2020",$326.242 shares at $163.12,326.20,$163.12 ,2020,Sell,Boeing ,326.2,-326.2,0,0,
2800,3-Jun-20,"US Foods Market SellJun 3, 2020",$20.921 share at $20.92,20.90,$20.92 ,2020,Sell,US Foods ,20.9,-20.9,0,0,
2801,3-Jun-20,"US Foods Market SellJun 3, 2020",$20.671 share at $20.67,20.60,$20.67 ,2020,Sell,US Foods ,20.6,-20.6,0,0,
2802,3-Jun-20,"Under Armour Market SellJun 3, 2020",$29.413 shares at $9.80,29.40,$9.80 ,2020,Sell,Under Armour ,29.4,-29.4,0,0,
2803,3-Jun-20,"Boeing Market SellJun 3, 2020",$161.881 share at $161.88,161.80,$161.88 ,2020,Sell,Boeing ,161.8,-161.8,0,0,
2804,3-Jun-20,"Coty Market SellJun 3, 2020",$13.423 shares at $4.47,13.40,$4.47 ,2020,Sell,Coty ,13.4,-13.4,0,0,
2805,3-Jun-20,"US Concrete Market SellJun 3, 2020",$24.051 share at $24.05,24.00,$24.05 ,2020,Sell,US Concrete ,24,-24,0,0,
2806,3-Jun-20,"Honeywell International Market SellJun 3, 2020",$152.281 share at $152.28,152.20,$152.28 ,2020,Sell,Honeywell International ,152.2,-152.2,0,0,
2807,3-Jun-20,"Goodyear Market SellJun 3, 2020",$8.711 share at $8.71,8.70,$8.71 ,2020,Sell,Goodyear ,8.7,-8.7,0,0,
2808,3-Jun-20,"GE Market SellJun 3, 2020",$7.221 share at $7.22,7.20,$7.22 ,2020,Sell,GE ,7.2,-7.2,0,0,
2809,3-Jun-20,"US Concrete Market SellJun 3, 2020",$23.681 share at $23.68,23.60,$23.68 ,2020,Sell,US Concrete ,23.6,-23.6,0,0,
2810,3-Jun-20,"Cosan Market SellJun 3, 2020",$15.381 share at $15.38,15.30,$15.38 ,2020,Sell,Cosan ,15.3,-15.3,0,0,
2811,3-Jun-20,"Goodyear Market SellJun 3, 2020",$8.681 share at $8.68,8.60,$8.68 ,2020,Sell,Goodyear ,8.6,-8.6,0,0,
2812,2-Jun-20,"Simply Good Foods Market BuyJun 2, 2020",$16.601 share at $16.60,16.60,$16.60 ,2020,Buy,Simply Good Foods ,16.6,0,0,16.6,
2813,2-Jun-20,"Cosan Market SellJun 2, 2020",$14.391 share at $14.39,14.30,$14.39 ,2020,Sell,Cosan ,14.3,-14.3,0,0,
2814,2-Jun-20,"Tata Motors Market SellJun 2, 2020",$6.661 share at $6.66,6.60,$6.66 ,2020,Sell,Tata Motors ,6.6,-6.6,0,0,
2815,1-Jun-20,"Tata Motors Market SellJun 1, 2020",$12.002 shares at $6.00,12.00,$6.00 ,2020,Sell,Tata Motors ,12,-12,0,0,
2816,1-Jun-20,"Cosan Market SellJun 1, 2020",$13.921 share at $13.92,13.90,$13.92 ,2020,Sell,Cosan ,13.9,-13.9,0,0,
2817,1-Jun-20,"Coty Market SellJun 1, 2020",$17.464 shares at $4.37,17.40,$4.37 ,2020,Sell,Coty ,17.4,-17.4,0,0,
2818,1-Jun-20,"Pfizer Market BuyJun 1, 2020",$35.261 share at $35.26,35.20,$35.26 ,2020,Buy,Pfizer ,35.2,0,0,35.2,
2819,29-May-20,"Coty Market BuyMay 29, 2020",$3.641 share at $3.64,3.60,$3.64 ,2020,Buy,Coty ,3.6,0,0,3.6,
2820,29-May-20,"Herman Miller Market BuyMay 29, 2020",$23.091 share at $23.09,23.00,$23.09 ,2020,Buy,Herman Miller ,23,0,0,23,
2821,29-May-20,"Rolls-Royce Market BuyMay 29, 2020",$3.421 share at $3.42,3.40,$3.42 ,2020,Buy,Rolls-Royce ,3.4,0,0,3.4,
2822,29-May-20,"Ruth's Hospitality Market BuyMay 29, 2020",$8.141 share at $8.14,8.10,$8.14 ,2020,Buy,Ruth's Hospitality ,8.1,0,0,8.1,
2823,29-May-20,"Swire Pacific Market BuyMay 29, 2020",$5.251 share at $5.25,5.20,$5.25 ,2020,Buy,Swire Pacific ,5.2,0,0,5.2,
2824,29-May-20,"US Foods Market BuyMay 29, 2020",$18.901 share at $18.90,18.90,$18.90 ,2020,Buy,US Foods ,18.9,0,0,18.9,
2825,29-May-20,"Coty Market BuyMay 29, 2020",$3.801 share at $3.80,3.80,$3.80 ,2020,Buy,Coty ,3.8,0,0,3.8,
2826,29-May-20,"Cosan Market BuyMay 29, 2020",$12.491 share at $12.49,12.40,$12.49 ,2020,Buy,Cosan ,12.4,0,0,12.4,
2827,29-May-20,"Coty Market BuyMay 29, 2020",$7.642 shares at $3.82,7.60,$3.82 ,2020,Buy,Coty ,7.6,0,0,7.6,
2828,29-May-20,"Toray Industries Market BuyMay 29, 2020",$9.651 share at $9.65,9.60,$9.65 ,2020,Buy,Toray Industries ,9.6,0,0,9.6,
2829,29-May-20,"Rolls-Royce Market BuyMay 29, 2020",$6.902 shares at $3.45,6.90,$3.45 ,2020,Buy,Rolls-Royce ,6.9,0,0,6.9,
2830,29-May-20,"Embraer Market BuyMay 29, 2020",$15.263 shares at $5.09,15.20,$5.09 ,2020,Buy,Embraer ,15.2,0,0,15.2,
2831,29-May-20,"Simply Good Foods Market BuyMay 29, 2020",$33.362 shares at $16.68,33.30,$16.68 ,2020,Buy,Simply Good Foods ,33.3,0,0,33.3,
2832,29-May-20,"Rolls-Royce Market BuyMay 29, 2020",$7.002 shares at $3.50,7.00,$3.50 ,2020,Buy,Rolls-Royce ,7,0,0,7,
2833,29-May-20,"Herman Miller Market BuyMay 29, 2020",$23.361 share at $23.36,23.30,$23.36 ,2020,Buy,Herman Miller ,23.3,0,0,23.3,
2834,28-May-20,"Jumia Technologies Market BuyMay 28, 2020",$8.972 shares at $4.49,8.90,$4.49 ,2020,Buy,Jumia Technologies ,8.9,0,0,8.9,
2835,28-May-20,"US Foods Market BuyMay 28, 2020",$19.731 share at $19.73,19.70,$19.73 ,2020,Buy,US Foods ,19.7,0,0,19.7,
2836,28-May-20,"Bayer Market SellMay 28, 2020",$17.391 share at $17.39,17.30,$17.39 ,2020,Sell,Bayer ,17.3,-17.3,0,0,
2837,28-May-20,"Corning Market SellMay 28, 2020",$46.762 shares at $23.38,46.70,$23.38 ,2020,Sell,Corning ,46.7,-46.7,0,0,
2838,28-May-20,"Gerdau Market SellMay 28, 2020",$5.102 shares at $2.55,5.10,$2.55 ,2020,Sell,Gerdau ,5.1,-5.1,0,0,
2839,28-May-20,"Honeywell International Market SellMay 28, 2020",$150.001 share at $150.00,150.00,$150.00 ,2020,Sell,Honeywell International ,150,-150,0,0,
2840,28-May-20,"HP Market BuyMay 28, 2020",$30.162 shares at $15.08,30.10,$15.08 ,2020,Buy,HP ,30.1,0,0,30.1,
2841,28-May-20,"Bayer Market SellMay 28, 2020",$17.361 share at $17.36,17.30,$17.36 ,2020,Sell,Bayer ,17.3,-17.3,0,0,
2842,28-May-20,"US Concrete Market BuyMay 28, 2020",$21.351 share at $21.35,21.30,$21.35 ,2020,Buy,US Concrete ,21.3,0,0,21.3,
2843,28-May-20,"Herman Miller Market BuyMay 28, 2020",$25.021 share at $25.02,25.00,$25.02 ,2020,Buy,Herman Miller ,25,0,0,25,
2844,28-May-20,"Swire Pacific Market BuyMay 28, 2020",$10.442 shares at $5.22,10.40,$5.22 ,2020,Buy,Swire Pacific ,10.4,0,0,10.4,
2845,28-May-20,"Goodyear Market BuyMay 28, 2020",$8.161 share at $8.16,8.10,$8.16 ,2020,Buy,Goodyear ,8.1,0,0,8.1,
2846,28-May-20,"US Concrete Market BuyMay 28, 2020",$21.531 share at $21.53,21.50,$21.53 ,2020,Buy,US Concrete ,21.5,0,0,21.5,
2847,28-May-20,"HP Market BuyMay 28, 2020",$15.361 share at $15.36,15.30,$15.36 ,2020,Buy,HP ,15.3,0,0,15.3,
2848,28-May-20,"Corning Market BuyMay 28, 2020",$22.911 share at $22.91,22.90,$22.91 ,2020,Buy,Corning ,22.9,0,0,22.9,
2849,28-May-20,"HP Market BuyMay 28, 2020",$15.391 share at $15.39,15.30,$15.39 ,2020,Buy,HP ,15.3,0,0,15.3,
2850,28-May-20,"Ford Motor Market SellMay 28, 2020",$5.971 share at $5.97,5.90,$5.97 ,2020,Sell,Ford Motor ,5.9,-5.9,0,0,
2851,28-May-20,"Goodyear Market SellMay 28, 2020",$8.511 share at $8.51,8.50,$8.51 ,2020,Sell,Goodyear ,8.5,-8.5,0,0,
2852,27-May-20,"Bayer Market SellMay 27, 2020",$17.101 share at $17.10,17.10,$17.10 ,2020,Sell,Bayer ,17.1,-17.1,0,0,
2853,27-May-20,"US Concrete Market SellMay 27, 2020",$22.281 share at $22.28,22.20,$22.28 ,2020,Sell,US Concrete ,22.2,-22.2,0,0,
2854,27-May-20,"US Foods Market SellMay 27, 2020",$20.991 share at $20.99,20.90,$20.99 ,2020,Sell,US Foods ,20.9,-20.9,0,0,
2855,27-May-20,"VectoIQ Market SellMay 27, 2020",$28.981 share at $28.98,28.90,$28.98 ,2020,Sell,VectoIQ ,28.9,-28.9,0,0,
2856,27-May-20,"Gerdau Market SellMay 27, 2020",$2.531 share at $2.53,2.50,$2.53 ,2020,Sell,Gerdau ,2.5,-2.5,0,0,
2857,27-May-20,"Corning Market SellMay 27, 2020",$23.201 share at $23.20,23.20,$23.20 ,2020,Sell,Corning ,23.2,-23.2,0,0,
2858,27-May-20,"Herman Miller Market SellMay 27, 2020",$25.971 share at $25.97,25.90,$25.97 ,2020,Sell,Herman Miller ,25.9,-25.9,0,0,
2859,27-May-20,"Gerdau Market SellMay 27, 2020",$2.491 share at $2.49,2.40,$2.49 ,2020,Sell,Gerdau ,2.4,-2.4,0,0,
2860,27-May-20,"US Concrete Market SellMay 27, 2020",$21.691 share at $21.69,21.60,$21.69 ,2020,Sell,US Concrete ,21.6,-21.6,0,0,
2861,27-May-20,"Swire Pacific Market BuyMay 27, 2020",$10.682 shares at $5.34,10.60,$5.34 ,2020,Buy,Swire Pacific ,10.6,0,0,10.6,
2862,27-May-20,"Jumia Technologies Market BuyMay 27, 2020",$9.042 shares at $4.52,9.00,$4.52 ,2020,Buy,Jumia Technologies ,9,0,0,9,
2863,27-May-20,"BJ's Restaurants Market SellMay 27, 2020",$21.701 share at $21.70,21.70,$21.70 ,2020,Sell,BJ's Restaurants ,21.7,-21.7,0,0,
2864,26-May-20,"HP Enterprise Market BuyMay 26, 2020",$28.293 shares at $9.43,28.20,$9.43 ,2020,Buy,HP Enterprise ,28.2,0,0,28.2,
2865,26-May-20,"Cosan Market BuyMay 26, 2020",$25.092 shares at $12.55,25.00,$12.55 ,2020,Buy,Cosan ,25,0,0,25,
2866,26-May-20,"Deposit from Checking (non-interest)May 26, 2020",$200.00 ,,,2020,Deposit,N/A,,0,0,0,
2867,26-May-20,"Swire Pacific Market BuyMay 26, 2020",$16.533 shares at $5.51,16.50,$5.51 ,2020,Buy,Swire Pacific ,16.5,0,0,16.5,
2868,26-May-20,"Deposit from Checking (non-interest)May 26, 2020",$50.00 ,,,2020,Deposit,N/A,,0,0,0,
2870,26-May-20,"Under Armour Market BuyMay 26, 2020",$8.781 share at $8.78,8.70,$8.78 ,2020,Buy,Under Armour ,8.7,0,0,8.7,
2871,26-May-20,"Swire Pacific Limit BuyMay 26, 2020",$16.893 shares at $5.63,16.80,$5.63 ,2020,Buy,Swire Pacific ,16.8,0,0,16.8,
2873,26-May-20,"Deposit from Checking (non-interest)May 26, 2020",$50.00 ,,,2020,Deposit,N/A,,0,0,0,
2874,22-May-20,"Bayer Market BuyMay 22, 2020",$31.462 shares at $15.73,31.40,$15.73 ,2020,Buy,Bayer ,31.4,0,0,31.4,
2875,22-May-20,"Simply Good Foods Market BuyMay 22, 2020",$16.471 share at $16.47,16.40,$16.47 ,2020,Buy,Simply Good Foods ,16.4,0,0,16.4,
2876,22-May-20,"Swire Pacific Market BuyMay 22, 2020",$11.382 shares at $5.69,11.30,$5.69 ,2020,Buy,Swire Pacific ,11.3,0,0,11.3,
2877,22-May-20,"HP Enterprise Market BuyMay 22, 2020",$45.905 shares at $9.18,45.90,$9.18 ,2020,Buy,HP Enterprise ,45.9,0,0,45.9,
2878,22-May-20,"Deposit from Checking (non-interest)May 22, 2020",$100.00 ,,,2020,Deposit,N/A,,0,0,0,
2879,21-May-20,"Swire Pacific Market BuyMay 21, 2020",$12.122 shares at $6.06,12.10,$6.06 ,2020,Buy,Swire Pacific ,12.1,0,0,12.1,
2880,21-May-20,"L Brands Market SellMay 21, 2020",$14.251 share at $14.25,14.20,$14.25 ,2020,Sell,L Brands ,14.2,-14.2,0,0,
